recipe_title,servings,meal,calories,carbs,protein,fat,ingredients,instructions
Cinnamon Rolls,6,breakfast,1169,152,69,30,150 g all purpose flour; 100 g skyr or 0.2% fat Greek yogurt; 40 g butter; 25 g sweetener; 45 g casein vanilla protein powder; 10 g cinnamon; 20 g brown sugar; 75 g cream cheese 0.2% fat; Pinch pinch salt; 1 tsp or 6 g baking powder,"Place a bowl on a scale. Add flour, baking powder, sweetener, and salt, then whisk. Melt the butter in the microwave for 20 seconds. Add the Greek yogurt and melted butter to the bowl, and combine everything with your hands until you form a dough ball. Preheat the oven to 180°C or 350°F. | Place another bowl on a scale. Add cream cheese, cinnamon, brown sugar, and protein powder, then mix until you get a creamy consistency. | Roll out the dough on a board until you get a flat, rectangular shape. Add the filling on top and spread it with a spoon until all the dough is covered. | Roll the dough upwards into a big cigar shape. Then, cut it with a knife into 6-8 cinnamon rolls. | Place the cinnamon rolls into a baking dish lined with parchment paper and bake them in the oven for around 20 minutes. | Done! They don’t need frosting; just dunk them in milk. They also last in the fridge for 3-4 days."
Texas Spices Beef & Instant Rice,1,lunch,561,52,38,15,180 g ground beef 95/5; 50 g medium onion; 100 g tomatoes; 75 g red bell pepper; 125 g instant rice; 2 wedges (50 g) laughing cow wedges; 2 g water; 2 g smoked paprika; 2 g garlic powder; 2 g onion powder; 1 g cayenne pepper; 2 g oil; to taste salt; to taste black pepper,"Dice onion and pepper into small pieces. Cut tomatoes into smaller pieces. | Add all spices into a glass and mix until combined. | Add oil into a pan (24cm/9.5 inch) on medium heat and add onion and peppers. Fry them for 3-4 minutes under occasional stirring. | Push vegetables to the side, switch up the heat to medium-high and add beef. Spread it with a spatula, so as much meat as possible comes in contact with the pan. Fry the beef for 1 minute. | Add spices and tomatoes and stir everything. Add a splash of water. Let everything cook for one more minute, and press down the tomatoes occasionally so they release their juices. | Add laughing cow wedges and spread them by pressing them down until they are fully incorporated. | Add instant rice with another splash of water and stir everything until the rice is hot and incorporated into the meat and vegetable mixture. Done!"
Tempeh Curry (Vegan),1,dinner,488,76,50,17,150 g tempeh; 300 g eggplant; 50 g medium onion; 50 g coconut cream; 100 g water; 1 clove of garlic; 2 g paprika; 2 g turmeric; 1 g chili powder; 1 g cumin; 5 g tomato puree; 5 g vegetable stock powder; 4 g oil; 10 g ginger; to taste salt and black pepper,"1. Clean and slice the eggplant into even slices. Lay them on a wire rack and sprinkle salt on both sides. Let sit for at least 30 minutes or up to 6 hours. | 2. Cut the tempeh into bite-size cubes. Peel and grate the garlic and ginger, and chop the onion. | 3. Mix the stock powder with 50g water in a glass until well combined. Do the same with coconut cream and water in another glass. | 4. Cut the marinated eggplant into cubes. | 5. Heat a pan over medium heat, add oil, and fry the tempeh cubes for 1-2 minutes until golden brown. Remove from pan. | 6. Add the cubed eggplant with a splash of water to the same pan and fry for 3-5 minutes, stirring occasionally. | 7. Add more oil, then add chopped onion, frying for 3-4 minutes. | 8. Add grated ginger and garlic, tomato puree, turmeric, paprika, chili powder, cumin, and black pepper. Toast spices for 30 seconds. | 9. Add broth and coconut milk. Bring to a boil, then reduce heat to medium-low, add tempeh, and simmer for 8-10 minutes."
PB & CHOC OATBARS,6,breakfast,205,20,15,7,150 g oats; 30 g cocoa powder; 50 g peanut butter; 60 g casein vanilla protein powder; 150 g skimmed milk; 30 g water; to taste pinch salt; 20 g (optional) sweetener,"Start by placing a bowl on a scale. | Add all dry ingredients and mix well. | Next add peanut butter. Alternatively you can add 60g of powdered peanuts. | Add the milk and combine everything with a spatula. After 30-60 seconds it should have a thick creamy consistency. If too dry, add 30 g of water and keep stirring. | Place parchment paper onto a baking tray (8 x 22cm or 3x 9 inch). | Transfer everything onto the baking sheet. | Bake at 180°C (350°F) for 20-25 minutes. | After baking, remove the oatbar and place it on a plate to cool for around 20 minutes. | Cut into 6 equal-sized bars."
Chow Mein,1,dinner,653,83,55,12,60 g chow mein noodles dry; 180 g chicken breast; 50 g medium onion; 150 g red bell pepper; 150 g asparagus; 20 g soy sauce; 20 g oyster sauce; 10 g honey; 1 g cornstarch; 1 g garlic powder; 6 g oil; to taste salt; to taste black pepper,"Chop up the vegetables and cut the chicken into strips. Mix soy sauce, oyster sauce, honey, and cornstarch in a small bowl until smooth. | Fill a pot with water and bring to a boil. Add the noodles and cook for 10-12 minutes. | Add oil to a 24cm pan and fry the vegetables with a pinch of salt for 3 minutes on medium-high heat. | Push the vegetables to the side, add more oil, and cook the chicken with a pinch of salt, black pepper, and garlic powder for 1 minute. Flip and brown for another minute. | Stir everything together, drain the noodles, and add them along with the sauce into the pan. Mix well and serve."
15 MIN TORTILLA PIZZA,1,lunch,419,38,24,20,1 wheat tortilla; 50 g shredded mozzarella; 50 g deli meat; 100 g storebought tomato sauce; 1 g oregano; 2 g oil; to taste Salt and black pepper,"Heat up a cast iron pan on medium-high. Add oil to the pan. | Add a tortilla and let it cook for 2 minutes until the bottom gets color. | Spread the tomato sauce, deli meat and Mozzarella on top. | Season with salt, pepper, and oregano. | Put the cast iron pan under the broiler on top a baking sheet for 2-3 minutes until the cheese starts to become brown and bubbly. | Remove the homemade pizza and enjoy!"
MARRY ME CHICKEN,1,dinner,558,61,49,12,180 g chicken breast; 250 g potatoes; 200 g tomatoes; 50 g chicken stock; 50 g evaporated milk; 3 garlic cloves; 1 g garlic powder; 1 g chili flakes; 1 g oregano; 4 g oil; to taste salt; to taste black pepper,"Start by peeling and cutting potatoes into cubes. Put them into a pot with water and salt and let them simmer for 12-15 minutes. | Place the chicken into a zip-lock bag and pound it with a heavy object, like a pan, to flatten it. Remove the chicken from the bag, and season it with salt, black pepper, oregano, and garlic powder. Peel and grate the garlic. | Set a 24cm (9.5-inch) pan on the stove over medium-high heat. Fry the chicken, flipping it every 60-90 seconds, until it is cooked through about 4-5 minutes. Then, remove the chicken from the pan. | Add oil to the same pan, and sauté the garlic for 20-30 seconds. Next, add the tomatoes and a splash of water, cover with a lid, and let it simmer for 2-3 minutes. | Press the tomatoes down to release their juices. Season with salt, pepper, and chili flakes, and give it a good stir. | Pour in the chicken stock and evaporated milk, letting it all simmer for another 1-2 minutes. | Return the chicken to the pan to reheat it. | To serve, plate the potatoes and top them with the chicken and sauce."
PB Overload Overnight Oats,1,breakfast,516,48,49,12,50 g oats; 15 g casein vanilla protein powder; 150 g skyr or 0.2% fat greek yogurt; 26 g powdered peanuts; 10 g peanut butter; 100 g water; Pinch Pinch salt,Place a bowl on your scale. | Add all ingredients to the bowl. | Mix everything until smooth. | Refrigerate overnight. | Done!
3 Ingredient Apple Cake,68,dinner,607,76,65,2,500 g unsweetened applesauce; 20 g dry gelatine; 60 g whey vanilla protein powder; 3 g cinnamon (optional),"Add the applesauce to a pot and heat on a stove on medium. | After 1 minute, add the gelatine and mix well or until fully dissolved. | Immediately transfer to a bowl. | With a hand-mixer, start mixing for 10-15 minutes or until it becomes foamy in consistency. It should also be turning whitish at this point. | Add in the protein powder and cinnamon if you wish to. | Mix again for 30 seconds. | Place plastic foil in a container (20x20cm or 8x8inch). | Transfer the apple mixture to the container and spread out evenly. | Refrigerate it for at least 2 hours so everything will become firm. | Slice, serve and enjoy."
TIRAMISU OVERNIGHT OATS,1,breakfast,365,39,37,5,50 g oats; 15 g casein vanilla protein powder; 150 g skyr or 0.2 % fat greek yogurt; 50 g strong liquid coffee (espresso); 5 g cocoa; 50 g skimmed milk; 1 pinch Pinch salt,Place a bowl on your scale. | Add all ingredients to the bowl. | Mix everything until smooth. | Refrigerate overnight. | Done!
LOADED PESTO POTATO BOWL,1,lunch,687,59,65,19,"180 g chicken breast; 300 g potatoes; 100 g cottage cheese; 20 g parmesan cheese; 20 g basil, fresh; 1 clove garlic; 1 g cayenne pepper; 1 g smoked paprika; 1 g onion powder; 1 g garlic powder; 8 g oil; to taste salt; to taste black pepper","Peel and cut the potatoes into thick slices, then into fries and then again into bite-size cubes (2x2cm or 1x1 inch). | Microwave the potatoes in a bowl for 5 minutes at 600W. | Cut the chicken into bite-sized pieces. In a separate bowl, combine the cayenne pepper, smoked paprika, onion powder, garlic powder, salt, and black pepper; mix well. | In a blender, combine the cottage cheese, garlic, Parmesan, basil, and salt. Blend on high for 60 seconds. | Heat a 24 cm (9.5-inch) pan over medium-high heat. Add a little oil and fry the microwaved potatoes with a pinch of salt for 3-4 minutes, stirring occasionally. | Push the potatoes to one side of the pan and add a bit more oil. Then add the chicken along with a pinch of salt. Stir-fry the chicken for 1 minute on each side. | Add the seasonings (from the bowl) to the pan and stir everything to coat the chicken and potatoes. Then remove the pan from the heat. | Transfer the chicken and potatoes to a plate. Add the green sauce and mix well. Done!"
Shrimp Risotto,1,dinner,593,68,56,9,200 g frozen shrimp; 50 g raw rice; 50 g medium onion; 2 cloves of garlic; 10 g tomato puree; 100 g crushed tomatoes; 200 g water; 10 g vegetable or fish broth powder; 150 g peas; 5 g fresh parsley; 2 g oil; to taste Salt; to taste black pepper,"Dice the onion. Add the water and broth powder to a glass and mix until combined. | Add oil to a pan on medium heat and add the onion. Fry for around 3 minutes or until translucent. | Add the rice and fry for a further 2 minutes. | Add garlic and tomato puree and keep frying for about 20 seconds. | Add the crushed tomatoes, broth, and black pepper and mix everything well. | Close the lid and let it simmer for 12-15 minutes or until the rice is almost done. | Turn the heat to medium-high and add in the frozen prawns. Cook for 2-3 minutes until the prawns are cooked and the rice is done. | Add the peas at the very end, stir, and cook for another 30 seconds. | Turn the heat off, add parsley on top. Serve."
Chicken Parm,1,dinner,377,16,55,11,180 g chicken breast; 10 g panko bread crumbs; 5 g all purpose flour; 30 g egg whites; 50 g storebought tomato sauce; 50 g fresh mozzarella light; 2 g onion powder; 2 g garlic powder; to taste salt; to taste black pepper,"Start with dry brining the chicken breast if you choose to. | Put the chicken on a scale for 1 serving. | Add flour to a plate and coat the chicken with it. | Add egg whites to the plate and coat the chicken. | Add panko bread crumbs to the plate and coat the chicken again. | Place the coated chicken breast on parchment paper on a baking sheet and bake in the oven for 12-15 minutes until the internal temperature reaches 72°C (160°F). Alternatively, use an air fryer. | Cut the mozzarella into small pieces and prepare the sauce. | Remove the chicken from the oven, spread sauce on top, then add mozzarella. | Bake again under the broiler for 2-3 minutes until the cheese melts."
Cheese Cake Watch Video,2,dinner,217,10,36,3,200 g cream cheese (0.2% fat); 200 g skyr or 0.2% fat Greek yogurt; 1 egg; 30 g whey vanilla protein powder; 20 g sweetener (optional),"Start by placing a bowl on a scale. | Add all Ingredients. | Whisk for around 30 to 60 seconds. The texture will slowly become increasingly smooth. Keep whisking. | Place parchment paper onto a baking tray (10x10 cm). | Now transfer everything onto the baking sheet. | Bake at 180 C or 350 F for around 30-45 min. Check after 30 min if the cake is ready. | Once the cake is ready, remove from the oven and allow to cool for 15 min before cutting it into 2 equal size servings. | Refrigerate for at least 4 hours or if you can, overnight. The cake tends to last in the fridge for around 3-4 days."
Caprese Salad,1,lunch,227,8,23,12,125 g fresh mozzarella light; 150 g tomatoes; 10 g fresh basil; 2 g olive oil; 0.5 g oregano; to taste Salt and black pepper,"Cut the Mozzarella and the tomatoes into equal thick slices. Chop up basil. | Place 1 slice of Mozzarella into a plate. Top it with 1 slice of tomato, then again Mozzarella and again tomatoes. Try to build a red and white circle. | Add oregano, pepper and salt on top. | Add olive oil over the entire plate. | Spread basil on top. Done!"
Stir Fry,1,dinner,519,62,51,11,180 g chicken breast; 50 g medium onion; 100 g tomatoes; 125 g instant rice; 250 g cabbage; 20 g soy sauce; 1 g garlic powder; 0.5 g cumin; 1 g cayenne pepper; 5 g oil; to taste black pepper,"Dice onion, chop up cabbage and cut tomatoes into smaller pieces. Slice chicken breast into thin strips. | Add oil into a pan (24cm/9.5 inch) on medium heat and add onion and cabbage with a small pinch of salt. Fry them for 3-4 minutes under occasional stirring. | Push vegetables to the side, switch up the heat to medium-high, add some oil and then the chicken. Spread it with a spatula, so as much meat as possible comes in contact with the pan. Add garlic powder, cumin, and cayenne pepper to the pan. Fry the chicken for 1 minute, then combine everything and fry the other side of the chicken for another minute. | Add tomatoes and close the lid for 1 minute. | Add soy sauce and instant rice. Give everything a stir until rice is hot, about 30 seconds. Done!"
Massive Salad,1,lunch,546,35,57,20,"200 g skinless, boneless chicken thighs; 100 g cucumber; 100 g tomatoes; 60 g Spinach; 300 g romaine lettuce or 300 g; 20 g light feta cheese; 50 g avocado; 50 g medium onion; 0.5 g oregano; 1 g garlic powder; to taste Salt and black pepper; 60 g skyr or 0.2% fat greek yogurt; 5 g mustard; 2 g olive oil; 1 g garlic powder lemon (juice); to taste bunch dill","Add salt, black pepper, oregano, and garlic powder on both sides of the chicken, and then air fry them at 200°C or 400°F for 12 minutes. | Add all sauce ingredients into a glass and mix until smooth. | Chop up all the vegetables, feta, and avocado into bite-size pieces. | Prepare a massive bowl. Add the sauce and vegetables, and mix everything. Now, add the avocado and cheese and mix again. Lastly, top the salad with the air-fried chicken."
Air Fryer Chicken & Crispy Potatoes,1,lunch,497,61,46,9,180g chicken breast; 350g mealy potatoes; 2g garlic powder; 2g cayenne pepper; 3g baking soda; 2000g water; 4g oil; to taste salt; to taste black pepper,"Clean the potatoes and peel them, then cut into chunks. | Prepare the chicken as described in the chapter How to tenderize chicken breast. | Add water to a pot and bring to a boil. Add baking soda and a couple of teaspoons salt. Add in the potatoes and let them simmer for 10 minutes. | Rinse the potatoes and add them to a bowl. | Add oil and black pepper. Shake the bowl for around 30 seconds to break the surface of the potatoes and coat the bowl with slurry. | Bake the potatoes in the air fryer at 180°C (350°F) for 15 minutes. | Flip the potatoes and bake for another 15 minutes. | Mix salt, pepper, garlic powder, and cayenne pepper in a glass. | Add 2g of oil to the chicken breast and coat with garlic powder and cayenne pepper. | Add chicken to the air fryer for the last 10-12 minutes, or cook in a pan or oven if space is limited. | Use a food thermometer to prevent overbaking the chicken. | Serve everything on a plate."
Bircher Muesli,1,breakfast,622,68,38,15,50 g oats; 100 g skimmed milk; 100 g applesauce; 10 g peanut butter; 13 g powdered peanuts; 10 g chia seeds; 15 g honey; 150 g skyr or 0.2% fat Greek yogurt,Place a bowl on a scale. | Add all the ingredients and mix well. | Refrigerate overnight and enjoy!
Burrito Bowl,5,lunch,612,58,45,24,"900 g skinless, boneless chicken thighs; 250 g raw rice; 500 g water; 300 g tomatoes; 2 limes; 2 or 100 g jalapenos; 1 or 150 g bell pepper; 4 or 200 g medium onions; bunch cilantro; 2 or 140 g avocados; 150 g 0.2% fat cream cheese; 9 g garlic powder; 6 g smoked paprika; 3 g cumin; 3 g cayenne pepper; 3 g oil; to taste salt; to taste black pepper","Add rice and water to a big pot with a pinch of salt. Place it on high heat on the stove. Once the water starts to boil, reduce the heat to low, close the lid, and let it simmer for 12-15 minutes. | Preheat the oven to 200°C or 400°F. | In a big bowl, add chicken thighs, 4g oil, 6g garlic powder, 6g smoked paprika, 3g cayenne pepper, 3g cumin, black pepper, and a big pinch of salt. Mix everything until all thighs are covered with seasoning. | Transfer everything into a baking sheet, separate the thighs, and bake them for 15 minutes. | Chop tomatoes, onions, bell pepper, and jalapenos into bite-size pieces and add them to a bowl. Add a bunch of chopped cilantro, a pinch of salt, black pepper, and the juice of 1 lime. Mix everything. | Cut the avocado in half and add the flesh to a bowl, followed by cream cheese, a pinch of salt, black pepper, 3g of garlic powder, and the juice of 1 lime. Mix everything with a fork until it turns to mush. | Once the chicken thighs are ready, lay them on a cutting board and cut them into bite-size pieces. Prepare 5 meal prep containers and distribute the rice, the avocado spread, the pico de gallo, and the chicken evenly."
Chili con Carne,5,dinner,560,54,54,13,900 g ground beef 95/5; 400 g kidney beans; 400 g potatoes; 800 g crushed tomatoes; 3 or 450 g bell peppers; 2 or 100 g medium onions; 3 or 150 g jalapenos; 4 cloves of garlic; 250 g water; 18 g dry gelatine; 20 g vegetable broth powder; 15 g cocoa powder; 6 g cumin; 6 g chili; 6 g paprika; 10 g oil; to taste salt; to taste black pepper,"1. Chop peppers, onions, and jalapenos into small pieces. Peel and grate garlic. Clean and cut potatoes into bite-size cubes. | 2. In a glass of water, combine stock powder and dry gelatine. Mix until well combined and set aside. | 3. Heat oil in a large pan over medium-high heat. Add ground beef and cook in batches until browned. Transfer the browned beef to a large pot and repeat with the remaining beef. | 4. After all the beef is cooked and removed, add more oil to the pan and sauté the vegetables for 5-7 minutes until they have some color. | 5. Add minced garlic, chili powder, paprika, cumin, a strong pinch of salt, and black pepper to the pan. Toast the spices for 20 seconds, then pour in the vegetable stock. Deglaze the pan for 30 seconds before transferring everything to the pot with the ground beef. | 6. Add crushed tomatoes, kidney beans, cocoa powder, and the canned tomatoes (cleaned out with water, if desired) to the pot. Close the lid and let it simmer on medium-low heat for 30-40 minutes. | 7. Remove the lid for the last 10 minutes of cooking to reduce the liquid. Check for seasoning and adjust as necessary. | 8. Divide the chili evenly into 5 meal prep containers and store in the fridge for up to 5 days. Enjoy!"
French Toast,1,breakfast,542,57,48,12,4 slices sandwich bread; 100 g skimmed milk; 1 egg; 150 g egg whites; 3 g cinnamon; 15 g sweetener; 100 g skyr or 0.2% fat Greek yogurt; 13 g powdered peanuts; 2 g oil,"Start by preheating a pan to medium heat. Not too high otherwise, the bread will burn. | Add the bread slices to the pan to get them slightly toasted. 1 minute each side is enough. | Place a bowl on your kitchen scale to weigh the ingredients. | Add the egg, egg whites, milk, cinnamon and sweetener. Mix everything with a fork for about 20 seconds. | Remove bread from the pan and add them in the bowl. 1 slice at a time and push it down. Let it soak up the eggs for 10-15 seconds. Flip the bread and push it down again. Place the bread on a separate plate. Repeat with the remaining 3 bread slices. | Add oil into the pan. Add as many bread slices as you can fit into the pan. You can also use 2 pans simultaneously if you make more slices of bread. | Let the french toast fry for 1-2 minutes and flip. Keep frying for another 1-2 minutes and flip again. Repeat until you have your desired consistency and browning. It takes about 6-7 minutes in total. | Remove the french toast and build a tower. Top with skyr and 1 serving of powdered peanuts."
Chicken Sandwiches,1,lunch,481,44,34,21,"1 brioche bun; 120 g skinless, boneless chicken thighs; 1 slice american cheese; 2 g garlic powder; 1 serving ranch sauce; 2 g oil; to taste salt; to taste black pepper","Add oil to the chicken thigh and cover the entire chicken with salt, pepper, and garlic powder. | Place the chicken in the oven for 12-15 min at 180°C or 350°F. | Add all sauce ingredients into a glass and mix until smooth. | Add oil to a pan (24cm/9.5 inch) and switch the heat to medium-high. Cut the buns open and add them to the pan to give them a slight toast for 15-20 seconds. | Cut toppings such as tomatoes, onions, or lettuce as desired. | Once the chicken is done, remove it from the oven, and cut it in half. Add cheese on top of one half and place the other half on top to melt the cheese. | Spread half the sauce on the bottom side of the bun. Add the chicken, toppings, the remaining sauce, and then the top bun."
Asian Cucumber Salad,1,lunch,111,16,2,5,200 g cucumber; 20 g soy sauce; 10 g rice vinegar; 10 g honey; 5 g sesame seeds; 1 clove garlic; 1 piece ginger; 2 g sesame oil; to taste Salt,"Wash and then cut the cucumber into very thin slices. Place them in a strainer, sprinkle with a pinch of salt, and mix well. Let the cucumber sit for 2-3 hours or overnight until most of the water has drained out, then pat the slices dry. | Peel and grate the garlic and ginger, then add them to a bowl. Add all the remaining ingredients, followed by the cucumber, and give everything a good stir."
Creamy Chicken & Rice,1,lunch,494,56,48,11,180 g chicken breast; 50 g raw rice; 125 g water; 50 g medium onion; 2 cloves of garlic; 10 g laughing cow wedge; 10 g gochujang; 2 g cornstarch; 2 g oil,"Add water and the rice to a pot (18cm or 7inch diameter) with a pinch of salt. Place it on a stove on high heat. | As soon the water starts to boil, reduce the heat to low, close the lid and let it simmer for 12-15 minutes. | Cut the chicken into strips. Dice the onion, and peel and grate the garlic cloves. Add gochujang with 100 g water and cornstarch into a small glass and mix until combined. | Preheat a pan (24cm/9.5inch) on medium-high and add oil to it. Start with frying the chicken on one side for 1 minute. Add in onions, salt, and pepper, and flip the chicken. Make sure that the onions touch the pan surface. | Keep frying for another 1-2 minutes. | Add water with Gochujang and keep cooking for another minute. | Turn the heat down to medium-low, add in the cheese wedge and incorporate that into the sauce with a spatula, pressing it down until the sauce turns creamy and smooth. | Add rice to a bowl. Top with creamy chicken. Done!"
Chicken Salad,1,lunch,486,47,58,9,180 g chicken breast; 100 g cucumber; 100 g tomatoes; 150 g romaine lettuce; 120 g canned corn; 50 g medium onion; 50 g skyr or 0.2% fat Greek yogurt; 6 g powered peanuts; 10 g balsamic vinegar; 2 g olive oil; 20 g water; to taste salt; to taste black pepper,Chop all vegetables into bite-sized pieces. Cut the chicken into strips. | Add all sauce ingredients into a small glass and mix until smooth. | Place a bowl on a scale. Add all vegetables except the onion. | Add 1 spray of oil to a pan (24cm/9.5 inch) on medium-high heat. | Add chicken strips and fry on one side for 1 minute until they get color. | Add onions to the pan and flip the chicken. Continue frying for another 90 seconds until cooked through. | Add the chicken and onions to the bowl. Drizzle with the sauce. | Mix everything. Serve.
Crazy Melon Salad,1,lunch,485,43,56,12,300 g watermelon; 200 g cantaloupe; 60 g light feta cheese; 180 g chicken breast; 40 g pickled onions; 20 g mint sauce; 2 g oil; 2 g garlic powder; to taste salt; to taste black pepper,"Chop up melon flesh into bite-size cubes and add them to a big plate. | Crumble the feta cheese into small pieces and add it to the melon. | Slice the chicken breast into bite-size pieces and season with salt, black pepper, and garlic powder. Mix it. | Heat a pan on medium-high heat, add oil, and cook the chicken breast for 2-3 minutes until browned and cooked through. | Add the cooked chicken on top of the melon and feta cheese. | Top everything with pickled onions and mint sauce. Serve."
1000 ISLAND,1,lunch,30,2,0,2,10 g light mayo; 10 g ketchup (zero); 5 g mustard; 4 g pickle juice; 1 g garlic powder; to taste Salt and black pepper,Place a bowl on a scale. | Add all ingredients and mix until smooth. Done!
Mushroom Sauce,1,dinner,121,15,8,3,250 g mushrooms; 5 g vegetable broth powder; 100 g water; 1 clove garlic; 3 g oil; 2 g cornstarch; to taste Salt and black pepper; optional laughing cow wedge,"Slice the mushrooms into bite-size pieces. | Peel and grate the garlic cloves. | Add water, broth, and cornstarch into a small glass and mix until combined. | Add mushrooms to a dry pan on medium heat and add in 50 g water. Let it simmer without the lid until the water has evaporated and the mushrooms have collapsed. | Add 2 g of oil and fry the mushrooms under occasional stirring until brown, about 4-5 minutes. | Add another touch of oil, salt, pepper, and grated garlic for 20 seconds. | Add broth and cook everything under occasional stirring until the sauce has thickened, about 15-20 seconds. | Add the laughing cow wedge at the very end and press it down with a spatula to incorporate into the sauce."
Meat Sauce with Gelatin,1,dinner,350,11,48,11,180 g ground beef 95/5; 1 or 100 g carrot; 50 g celery; 1 or 50 g medium onion; 10 g tomato puree; 250 g water; 10 g vegetable broth powder; 9 g dry gelatine; 2 g oil; 5 g fresh parsley; to taste salt; to taste black pepper,"Chop up the onions, carrots and celery into small pieces. | Add water to a bowl with broth powder and dry gelatine. Mix until combined. | Add oil to a pan (24cm/9.5 inch) on medium heat. Start frying the vegetables for 3-4 minutes under occasional stirring. | Add in the beef, and switch the heat to medium-high and keep frying for additional 2-3 minutes until the beef has brown spots. | Add in tomato puree, a pinch of salt and black pepper. Keep stirring the puree into the meat for another minute. | Add in the broth, mix until everything is combined, reduce the heat to medium-low and let it simmer without a lid for 20 minutes."
TZATZIKI,1,dinner,100,3,10,4,100 g greek yogurt 0.2% fat; unspecified lemon (juice); 5 g fresh dill; 1 clove of garlic; 4 g olive oil; unspecified Salt; unspecified black pepper,"Place a bowl on a scale. | Peel and grate the garlic and add it to the bowl. | Add all other ingredients, and squeeze in the juice of the lemon. | Mix until smooth. Done!"
Chilli Cheese Fries & Beef,1,dinner,655,58,68,17,180 g ground beef 95/5; 25 g pickled Jalapenos; 250 g potatoes; 150 g 1% fat cottage cheese; 1 slice american cheese; 20 g skimmed milk; 50 g medium onion; 2 g oil; 2 g garlic powder; 1 g cumin; 1 g chili powder; to taste Salt; to taste black pepper,"Start with making the fries. See the chapter on Crispy air fryer potatoes. | While the potatoes are baking, add cottage cheese, American cheese, milk, salt, black pepper, and garlic powder into a blender and mix for 20 seconds until smooth. | 10 minutes before the potatoes are ready, heat a pan on medium heat, add oil and onions. Fry the onions for 2-5 minutes until caramelized. | Switch to medium-high heat, add in the beef and fry for 1-2 minutes with occasional stirring until browned. Add Jalapenos, cumin, and chili powder, and stir for another 30 seconds. | Heat the cheese sauce in the microwave for 20 seconds until warm. | Assemble by adding fries to a plate, topping with beef, then cheese sauce. Enjoy!"
Cheesy Garlic Bread,4,lunch,225,23,15,8,100 g all purpose flour; 100 g skyr or 0.2% fat greek yogurt; 10 g honey; 1 g onion powder; 1 g garlic powder; 3 g baking powder; 50 g deli meat; 100 g shredded mozzarella; 10 g olive oil; 2 cloves of garlic; bunch fresh parsley; to taste Salt,"In a bowl, combine flour, garlic powder, onion powder, baking powder, and a pinch of salt. Mix these ingredients. Then, add skyr and honey, and knead with your hands until you form a dough ball. | In a small bowl, add olive oil. Grate the garlic into the bowl, chop the parsley, and add it as well. Mix until combined. | Chop the deli meat into fine pieces. | Cut the dough ball into four equal pieces. Lay a large piece of parchment paper on your board, drizzle some oil on it, and spread the oil around with your hand. Place the dough balls on the parchment paper and press them flat to form small tortilla shapes. | Fill each tortilla with an equal amount of cheese and meat. Then fold one side of each tortilla over to create four small calzones. | Place the calzones in a pan over medium heat and cook on both sides with a closed lid for 2-3 minutes until they turn golden brown. | Spread the infused olive oil on top of all the calzones in the pan and continue frying for another 30 seconds. Done!"
Green Curry,1,dinner,674,69,56,20,180 g chicken breast; 50 g raw rice; 125 g water; 250 g frozen wok vegetables; 20 g green curry paste; 100 g coconut milk lime (juice); 5 g chicken stock powder; 5 g oil,"Add water to the rice in a pot (18cm or 7inch diameter) with a pinch of salt. Place it on a stove on high heat. | As soon as the water starts to boil, reduce the heat to low, close the lid and let it simmer for 12-15 minutes. | Cut the chicken into strips. Mix 100 g of water with 1 tsp chicken stock in a glass. | Add oil into a pan (24cm/9.5inch) on medium-high heat and add in the curry paste. Fry it for 30 seconds. | Add chicken stock and coconut milk to a pot and let it simmer for 1 minute. | Turn the heat to high, add the frozen vegetables, close the lid and wait until it starts to simmer again. This will take 2 minutes. | Turn down the heat to medium-low and add in the chicken. Let it simmer for around 4-5 minutes until the chicken is done. | Squeeze lime juice into the curry. Put rice into a bowl and add the curry on top."
Smashed Cheeseburger,1,lunch,547,40,48,22,1 brioche bun; 180 g ground beef 95/5; 1 slice american cheese; 50 g medium onion; 2 pieces (15x15cm or 6x6inch) parchment paper; 2 g oil; to taste salt; to taste black pepper; 20 g ketchup; 20 g Greek yogurt; 20 g pickled cucumber; 10 g pickle water,"Chop up the onion into small pieces. Mix all the sauce ingredients together in a small bowl. | Form 2 balls out of the beef, 90 g each. Salt and pepper both. | In a big pan, add 2 g of oil on medium-high heat. Fry the onions for 1-2 minutes. | Heat the pan to high and add both beef balls. Place a parchment paper over each beef ball. Use a spatula and a heavy object to press down the patties, preventing sticking. | Fry one side of the beef for 30-45 seconds, then flip by scraping the bottom. If it sticks, it's done right. | Place a slice of American cheese on top of one patty after flipping. | Add a splash of water to the pan and cover with a lid to steam and melt the cheese. | Toast both sides of the bun in the pan for 15 seconds each. | Assemble the burger: spread sauce on the bottom bun, add the patties, onion, more sauce, then top with the bun."
